challenge_id,challenge_type_disag,challenge_type
abbc6aa4-64b3-4a1a-b068-f9e4d6c6e9ce,CANCELADO,xxxxxxxxx
d195540f-8b21-4f5e-9ed7-e2bf37bffb2e,CANCELADO,xxxxxxxxx
ab6b45c5-f6a8-4cce-80ae-8a54ac501e7c,CANCELADO,xxxxxxxxx
39bc1a3e-41de-4410-b87b-7ac059d5dc8b,AD HOC,Cobertura
7bea9abb-9996-482d-beef-25c89b5be3cd,AD HOC,Cobertura
6c00bb92-3c08-4624-911d-e0551d8c051f,AD HOC,Cobertura
161e2cac-0fc0-467a-a422-7d04f8c6ecf0,CANCELADO,xxxxxxxxx
73fc6e59-4a55-4176-a4f6-85923214a58a,CANCELADO,xxxxxxxxx
17d26f1a-bc3e-4bd4-a923-42ee3ac9e41a,CANCELADO,xxxxxxxxx
00e911c8-b303-4e46-b91a-f132fac483eb,CANCELADO,xxxxxxxxx
e47c09d2-7c2d-4cf1-a8e5-07eadec436c3,AD HOC,Cobertura
8c3249c6-015e-4972-87bd-a04a980d78f4,AD HOC,Cobertura
79930056-a664-4d65-9137-af40ec3c8cac,CANCELADO,xxxxxxxxx
0aa0e6f0-ed5d-4001-81c8-385a455d3b95,CANCELADO,xxxxxxxxx
7d1a0157-7857-4f7d-ae03-29d9b2e5626b,CANCELADO,xxxxxxxxx
9c707950-c466-4da1-8f27-f8ff156c4744,CANCELADO,xxxxxxxxx
bd069449-b139-4c59-b925-027d5f230628,CANCELADO,xxxxxxxxx
0a56dc87-da8b-4213-82f8-6654d101667d,CANCELADO,xxxxxxxxx
19c8fe66-0ac7-4bb0-a305-0648ee601d60,CANCELADO,xxxxxxxxx
ec8edb72-4410-4a17-bb89-89acb740e797,CANCELADO,xxxxxxxxx
78e0f558-0baf-461a-8bd0-ea3723cd3fe6,AD HOC,Cobertura
2fe42fa8-c57e-4ae0-9174-2f1604dea1cd,AD HOC,Cobertura
b117352e-38a2-4368-98ce-01acba301bf1,CANCELADO,xxxxxxxxx
a622076f-f8bb-4f25-af13-701a4730200a,AD HOC,Cobertura
0a454a91-e8d9-472c-8347-f71e4536b869,AD HOC,Cobertura
a0c42f9a-af7a-47cf-b47a-54afde59783d,AD HOC,Cobertura
2d28be81-beff-4e9d-ba4d-1a56fa2eb881,AD HOC,Cobertura
8e65345b-8123-45c5-be1e-118aa4968ab2,AD HOC,Cobertura
93afe58d-3c2f-47ae-987d-1243dc827123,AD HOC,Cobertura
0547c7c0-64ad-4874-be64-c7cdd188c772,AD HOC,Cobertura
378838eb-17fc-4d2b-9b10-5fc7841ff34a,AD HOC,Cobertura
e78f2a98-4cf2-4055-b183-3739e0491367,AD HOC,Cobertura
03bd033d-dfb8-4ea8-a5a1-c44e32b8ba9f,AD HOC,Cobertura
b43e97ef-1d9b-4550-85ff-ea72ee366479,AD HOC,Cobertura
1ef3aabb-c188-454f-86a9-3e752e018868,AD HOC,Cobertura
e634bf6e-2013-4c9f-abca-8f03b1e7b477,AD HOC,Cobertura
1690812845517,AD HOC,Cobertura
1690465401059,MKT PLACE VTAS,Cobertura
1690573764565,AD HOC,Cobertura
1690487525544,EDUCACION,#N/D
1690465179841,MKT PLACE VTAS,Cobertura
1690485879188,EDUCACION,#N/D
1690465669589,MKT PLACE VTAS,Cobertura
1690554069444,MKT PLACE VTAS,Cobertura
1690570678749,AD HOC,Cobertura
1690891660186,AD HOC,Cobertura
1690891950835,AD HOC,Cobertura
1690892207920,AD HOC,Cobertura
1690892461901,AD HOC,Cobertura
1690892809506,AD HOC,Cobertura
1690893034438,AD HOC,Cobertura
1690893196739,AD HOC,Cobertura
1690894555360,AD HOC,Cobertura
1690894362962,AD HOC,Cobertura
1690893757252,AD HOC,Cobertura
1690894019186,AD HOC,Cobertura
1690894929196,AD HOC,Cobertura
1690895105804,AD HOC,Cobertura
1690895639727,AD HOC,Cobertura
1690895991607,AD HOC,Cobertura
1690896461632,AD HOC,Cobertura
1690896844202,AD HOC,Cobertura
1690897248115,AD HOC,Cobertura
1690897961262,AD HOC,Cobertura
1690898243297,AD HOC,Cobertura
1690898440078,AD HOC,Cobertura
1690898828839,AD HOC,Cobertura
1690899622233,AD HOC,Cobertura
1690898929055,MKT PLACE PART,Cobertura
1690892843360,MKT PLACE PART,Cobertura
1690896476924,MKT PLACE PART,Cobertura
1690895981751,MKT PLACE PART,Cobertura
1690898232684,MKT PLACE PART,Cobertura
1690893378633,MKT PLACE PART,Cobertura
1690897022364,MKT PLACE PART,Cobertura
1690893083337,MKT PLACE PART,Cobertura
1690899599488,MKT PLACE PART,Cobertura
1690894235771,MKT PLACE PART,Cobertura
1690892523006,MKT PLACE PART,Cobertura
1690895319937,MKT PLACE PART,Cobertura
1690901757520,MKT PLACE VTAS,Cobertura
1690902195048,MKT PLACE VTAS,Cobertura
1690902690918,MKT PLACE VTAS,Cobertura
1690903147470,MKT PLACE VTAS,Cobertura
1690903437564,MKT PLACE VTAS,Cobertura
1690903565703,MKT PLACE VTAS,Cobertura
1690835521005,INNOVACION ,Cobertura Inno
1690834762423,INNOVACION ,Cobertura Inno
1690834447380,INNOVACION ,Cobertura Inno
1690835183397,INNOVACION ,Cobertura Inno
026e275e-3973-40f2-90b7-91bfbb56d7a6,CANCELADO,xxxxxxxxx
e6b9ee07-1d4e-43f6-811b-5eae9a553f96,CANCELADO,xxxxxxxxx
7134d576-c7ce-4585-b1eb-5c6549bf73dd,CANCELADO,xxxxxxxxx
1691182327258,VOL CVZA,Volumen
1691501150143,VOL CVZA,Volumen
a2d16bf7-25ee-470f-bd4e-c1a1bcb9a07c,EJECUCION,Ejecución
