cliente_truck,cliente_chess,codigo_distri,codigo_bees
388261,60870,135958000,13595800060870
388485,60871,135958000,13595800060871
388486,60872,135958000,13595800060872
388507,60873,135958000,13595800060873
388715,60874,135958000,13595800060874
389170,60875,135958000,13595800060875
389260,60876,135958000,13595800060876
389575,60877,135958000,13595800060877
389623,60878,135958000,13595800060878
389625,60879,135958000,13595800060879
389653,60880,135958000,13595800060880
389864,60881,135958000,13595800060881
389975,60882,135958000,13595800060882
390111,60883,135958000,13595800060883
390199,60884,135958000,13595800060884
390204,60885,135958000,13595800060885
390266,60886,135958000,13595800060886
390384,60887,135958000,13595800060887
391830,60888,135958000,13595800060888
391921,60889,135958000,13595800060889
392261,60890,135958000,13595800060890
392379,60891,135958000,13595800060891
392804,60892,135958000,13595800060892
392808,60893,135958000,13595800060893
392809,60894,135958000,13595800060894
392847,60895,135958000,13595800060895
392955,60896,135958000,13595800060896
393024,60897,135958000,13595800060897
393094,60898,135958000,13595800060898
393275,60899,135958000,13595800060899
393301,60900,135958000,13595800060900
393535,60901,135958000,13595800060901
393559,60902,135958000,13595800060902
393583,60903,135958000,13595800060903
393775,60904,135958000,13595800060904
394258,60905,135958000,13595800060905
394390,60906,135958000,13595800060906
395143,60907,135958000,13595800060907
395239,60908,135958000,13595800060908
395452,60909,135958000,13595800060909
395560,60910,135958000,13595800060910
395776,60911,135958000,13595800060911
396095,60912,135958000,13595800060912
396098,60913,135958000,13595800060913
396099,60914,135958000,13595800060914
396101,60915,135958000,13595800060915
396102,60916,135958000,13595800060916
396122,60917,135958000,13595800060917
396125,60918,135958000,13595800060918
396429,60920,135958000,13595800060920
396542,60921,135958000,13595800060921
396556,60922,135958000,13595800060922
396666,60923,135958000,13595800060923
396669,60924,135958000,13595800060924
396670,60925,135958000,13595800060925
396674,60926,135958000,13595800060926
396704,60927,135958000,13595800060927
396706,60928,135958000,13595800060928
396831,60929,135958000,13595800060929
396882,60930,135958000,13595800060930
396934,60931,135958000,13595800060931
396971,60932,135958000,13595800060932
396979,60933,135958000,13595800060933
397027,60934,135958000,13595800060934
397477,60935,135958000,13595800060935
397478,60936,135958000,13595800060936
397507,60937,135958000,13595800060937
397522,60938,135958000,13595800060938
397548,60939,135958000,13595800060939
397596,60940,135958000,13595800060940
397655,60941,135958000,13595800060941
397722,60942,135958000,13595800060942
397767,60943,135958000,13595800060943
398274,60944,135958000,13595800060944
398292,60945,135958000,13595800060945
398308,60946,135958000,13595800060946
398780,60947,135958000,13595800060947
398843,60948,135958000,13595800060948
399036,60949,135958000,13595800060949
399195,60950,135958000,13595800060950
399443,60951,135958000,13595800060951
399701,60952,135958000,13595800060952
399842,60953,135958000,13595800060953
399926,60954,135958000,13595800060954
401313,60955,135958000,13595800060955
403631,60956,135958000,13595800060956
403637,60957,135958000,13595800060957
403685,60958,135958000,13595800060958
403688,60959,135958000,13595800060959
403693,60960,135958000,13595800060960
403745,60961,135958000,13595800060961
403831,60962,135958000,13595800060962
403880,60963,135958000,13595800060963
403883,60964,135958000,13595800060964
403918,60965,135958000,13595800060965
403987,60966,135958000,13595800060966
404013,60967,135958000,13595800060967
404153,60968,135958000,13595800060968
404209,60969,135958000,13595800060969
404210,60970,135958000,13595800060970
404212,60971,135958000,13595800060971
404285,60972,135958000,13595800060972
404297,60973,135958000,13595800060973
404329,60974,135958000,13595800060974
404362,60975,135958000,13595800060975
404377,60976,135958000,13595800060976
404468,60977,135958000,13595800060977
404767,60978,135958000,13595800060978
404903,60979,135958000,13595800060979
404956,60980,135958000,13595800060980
404993,60981,135958000,13595800060981
405236,60982,135958000,13595800060982
405270,60983,135958000,13595800060983
405271,60984,135958000,13595800060984
405274,60985,135958000,13595800060985
405298,60986,135958000,13595800060986
405314,60987,135958000,13595800060987
405342,60988,135958000,13595800060988
405386,60989,135958000,13595800060989
405388,60990,135958000,13595800060990
405440,60991,135958000,13595800060991
405442,60992,135958000,13595800060992
405485,60993,135958000,13595800060993
405727,60994,135958000,13595800060994
405780,60995,135958000,13595800060995
405875,60996,135958000,13595800060996
405946,60997,135958000,13595800060997
406234,60998,135958000,13595800060998
406235,60999,135958000,13595800060999
406277,61000,135958000,13595800061000
406342,61001,135958000,13595800061001
406374,61002,135958000,13595800061002
406735,61003,135958000,13595800061003
406954,61004,135958000,13595800061004
406959,61005,135958000,13595800061005
407089,61006,135958000,13595800061006
407147,61007,135958000,13595800061007
407237,61008,135958000,13595800061008
407240,61009,135958000,13595800061009
407371,61010,135958000,13595800061010
407581,61011,135958000,13595800061011
407583,61012,135958000,13595800061012
407628,61013,135958000,13595800061013
407678,61014,135958000,13595800061014
407679,61015,135958000,13595800061015
407694,61016,135958000,13595800061016
407719,61017,135958000,13595800061017
407834,61018,135958000,13595800061018
407901,61019,135958000,13595800061019
408129,61020,135958000,13595800061020
408162,61021,135958000,13595800061021
408639,61022,135958000,13595800061022
408686,61023,135958000,13595800061023
408711,61024,135958000,13595800061024
408712,61025,135958000,13595800061025
408719,61026,135958000,13595800061026
408725,61027,135958000,13595800061027
408795,61028,135958000,13595800061028
409199,61029,135958000,13595800061029
409212,61030,135958000,13595800061030
409258,61031,135958000,13595800061031
409363,61032,135958000,13595800061032
409464,61033,135958000,13595800061033
409488,61034,135958000,13595800061034
409573,61035,135958000,13595800061035
409589,61036,135958000,13595800061036
409661,61037,135958000,13595800061037
409689,61038,135958000,13595800061038
409691,61039,135958000,13595800061039
409802,61040,135958000,13595800061040
409869,61041,135958000,13595800061041
410142,61042,135958000,13595800061042
410155,61043,135958000,13595800061043
410209,61044,135958000,13595800061044
410231,61045,135958000,13595800061045
410240,61046,135958000,13595800061046
410248,61047,135958000,13595800061047
410250,61048,135958000,13595800061048
410271,61049,135958000,13595800061049
410276,61050,135958000,13595800061050
410277,61051,135958000,13595800061051
410308,61052,135958000,13595800061052
410321,61053,135958000,13595800061053
410370,61054,135958000,13595800061054
410407,61055,135958000,13595800061055
410475,61056,135958000,13595800061056
410477,61057,135958000,13595800061057
410487,61058,135958000,13595800061058
410494,61059,135958000,13595800061059
410540,61060,135958000,13595800061060
410541,61061,135958000,13595800061061
410555,61062,135958000,13595800061062
410579,61063,135958000,13595800061063
410595,61064,135958000,13595800061064
410596,61065,135958000,13595800061065
410628,61066,135958000,13595800061066
410664,61067,135958000,13595800061067
410667,61068,135958000,13595800061068
410669,61069,135958000,13595800061069
410678,61070,135958000,13595800061070
410679,61071,135958000,13595800061071
410693,61072,135958000,13595800061072
410695,61073,135958000,13595800061073
410758,61074,135958000,13595800061074
410813,61075,135958000,13595800061075
410949,61076,135958000,13595800061076
410951,61077,135958000,13595800061077
411009,61078,135958000,13595800061078
411070,61079,135958000,13595800061079
411228,61080,135958000,13595800061080
411461,61081,135958000,13595800061081
411464,61082,135958000,13595800061082
411473,61083,135958000,13595800061083
411487,61084,135958000,13595800061084
411532,61085,135958000,13595800061085
411543,61086,135958000,13595800061086
411549,61087,135958000,13595800061087
411577,61088,135958000,13595800061088
411638,61089,135958000,13595800061089
411668,61090,135958000,13595800061090
411901,61091,135958000,13595800061091
411957,61092,135958000,13595800061092
411969,61093,135958000,13595800061093
411994,61094,135958000,13595800061094
412008,61095,135958000,13595800061095
412111,61096,135958000,13595800061096
412147,61097,135958000,13595800061097
412420,61098,135958000,13595800061098
412421,61099,135958000,13595800061099
412469,61100,135958000,13595800061100
412471,61101,135958000,13595800061101
412661,61102,135958000,13595800061102
412662,61103,135958000,13595800061103
412698,61104,135958000,13595800061104
412822,61105,135958000,13595800061105
412845,61106,135958000,13595800061106
413100,61107,135958000,13595800061107
413138,61108,135958000,13595800061108
413205,61109,135958000,13595800061109
413281,61110,135958000,13595800061110
413282,61111,135958000,13595800061111
413417,61112,135958000,13595800061112
413426,61113,135958000,13595800061113
413432,61114,135958000,13595800061114
413602,61115,135958000,13595800061115
413707,61116,135958000,13595800061116
413776,61117,135958000,13595800061117
413793,61118,135958000,13595800061118
413827,61119,135958000,13595800061119
413885,61120,135958000,13595800061120
413946,61121,135958000,13595800061121
413979,61122,135958000,13595800061122
414307,61123,135958000,13595800061123
414308,61124,135958000,13595800061124
414359,61125,135958000,13595800061125
414442,61126,135958000,13595800061126
414443,61127,135958000,13595800061127
415073,61128,135958000,13595800061128
415159,61129,135958000,13595800061129
415166,61130,135958000,13595800061130
415172,61131,135958000,13595800061131
415179,61132,135958000,13595800061132
415448,61133,135958000,13595800061133
415496,61134,135958000,13595800061134
415581,61135,135958000,13595800061135
415637,61136,135958000,13595800061136
415677,61137,135958000,13595800061137
415681,61138,135958000,13595800061138
415831,61139,135958000,13595800061139
415984,61140,135958000,13595800061140
416025,61141,135958000,13595800061141
416031,61142,135958000,13595800061142
416074,61143,135958000,13595800061143
416125,61144,135958000,13595800061144
416723,61145,135958000,13595800061145
416731,61146,135958000,13595800061146
416736,61147,135958000,13595800061147
416834,61148,135958000,13595800061148
416857,61149,135958000,13595800061149
416882,61150,135958000,13595800061150
416964,61151,135958000,13595800061151
417051,61152,135958000,13595800061152
417065,61153,135958000,13595800061153
417102,61154,135958000,13595800061154
417175,61155,135958000,13595800061155
417233,61156,135958000,13595800061156
417264,61157,135958000,13595800061157
417317,61158,135958000,13595800061158
417360,61159,135958000,13595800061159
417374,61160,135958000,13595800061160
417380,61161,135958000,13595800061161
417398,61162,135958000,13595800061162
417429,61163,135958000,13595800061163
417431,61164,135958000,13595800061164
417513,61165,135958000,13595800061165
417520,61166,135958000,13595800061166
417525,61167,135958000,13595800061167
417582,61168,135958000,13595800061168
417629,61169,135958000,13595800061169
417698,61170,135958000,13595800061170
417723,61171,135958000,13595800061171
417802,61172,135958000,13595800061172
417822,61173,135958000,13595800061173
417876,61174,135958000,13595800061174
418059,61175,135958000,13595800061175
418089,61176,135958000,13595800061176
418097,61177,135958000,13595800061177
418098,61178,135958000,13595800061178
418100,61179,135958000,13595800061179
418226,61180,135958000,13595800061180
418263,61181,135958000,13595800061181
418264,61182,135958000,13595800061182
418375,61183,135958000,13595800061183
418525,61184,135958000,13595800061184
418529,61185,135958000,13595800061185
418605,61186,135958000,13595800061186
418646,61187,135958000,13595800061187
418662,61188,135958000,13595800061188
418820,61189,135958000,13595800061189
418821,61190,135958000,13595800061190
418841,61191,135958000,13595800061191
418915,61192,135958000,13595800061192
418944,61193,135958000,13595800061193
418983,61194,135958000,13595800061194
419054,61195,135958000,13595800061195
419055,61196,135958000,13595800061196
419061,61197,135958000,13595800061197
419130,61198,135958000,13595800061198
419309,61199,135958000,13595800061199
419316,61200,135958000,13595800061200
419322,61201,135958000,13595800061201
419329,61202,135958000,13595800061202
419335,61203,135958000,13595800061203
419419,61204,135958000,13595800061204
419431,61205,135958000,13595800061205
419432,61206,135958000,13595800061206
419433,61207,135958000,13595800061207
419653,61208,135958000,13595800061208
419667,61209,135958000,13595800061209
419734,61210,135958000,13595800061210
419846,61211,135958000,13595800061211
419977,61212,135958000,13595800061212
420022,61213,135958000,13595800061213
420319,61214,135958000,13595800061214
420322,61215,135958000,13595800061215
420460,61216,135958000,13595800061216
420462,61217,135958000,13595800061217
420507,61218,135958000,13595800061218
420555,61219,135958000,13595800061219
420612,61220,135958000,13595800061220
420625,61221,135958000,13595800061221
420641,61222,135958000,13595800061222
420741,61223,135958000,13595800061223
420755,61224,135958000,13595800061224
420796,61225,135958000,13595800061225
420802,61226,135958000,13595800061226
420857,61227,135958000,13595800061227
420888,61228,135958000,13595800061228
420890,61229,135958000,13595800061229
421051,61230,135958000,13595800061230
421066,61231,135958000,13595800061231
421156,61232,135958000,13595800061232
421231,61233,135958000,13595800061233
421232,61234,135958000,13595800061234
421297,61235,135958000,13595800061235
421302,61236,135958000,13595800061236
421312,61237,135958000,13595800061237
421383,61238,135958000,13595800061238
421400,61239,135958000,13595800061239
421986,61240,135958000,13595800061240
422021,61241,135958000,13595800061241
422062,61242,135958000,13595800061242
422082,61243,135958000,13595800061243
422204,61244,135958000,13595800061244
422279,61245,135958000,13595800061245
422312,61246,135958000,13595800061246
422313,61247,135958000,13595800061247
422314,61248,135958000,13595800061248
422325,61249,135958000,13595800061249
422327,61250,135958000,13595800061250
422348,61251,135958000,13595800061251
422356,61252,135958000,13595800061252
422357,61253,135958000,13595800061253
422366,61254,135958000,13595800061254
422383,61255,135958000,13595800061255
422391,61256,135958000,13595800061256
422446,61257,135958000,13595800061257
422489,61258,135958000,13595800061258
422565,61259,135958000,13595800061259
422566,61260,135958000,13595800061260
422573,61261,135958000,13595800061261
422576,61262,135958000,13595800061262
422626,61263,135958000,13595800061263
422640,61264,135958000,13595800061264
422786,61265,135958000,13595800061265
422790,61266,135958000,13595800061266
422809,61267,135958000,13595800061267
422810,61268,135958000,13595800061268
422817,61269,135958000,13595800061269
422855,61270,135958000,13595800061270
422858,61271,135958000,13595800061271
422897,61272,135958000,13595800061272
422912,61273,135958000,13595800061273
422918,61274,135958000,13595800061274
422976,61275,135958000,13595800061275
423044,61276,135958000,13595800061276
423045,61277,135958000,13595800061277
423067,61278,135958000,13595800061278
423115,61279,135958000,13595800061279
423124,61280,135958000,13595800061280
423153,61281,135958000,13595800061281
423174,61282,135958000,13595800061282
423189,61283,135958000,13595800061283
423247,61284,135958000,13595800061284
423279,61285,135958000,13595800061285
423509,61286,135958000,13595800061286
423545,61287,135958000,13595800061287
423623,61288,135958000,13595800061288
423625,61289,135958000,13595800061289
423801,61290,135958000,13595800061290
423854,61291,135958000,13595800061291
423857,61292,135958000,13595800061292
423858,61293,135958000,13595800061293
424046,61294,135958000,13595800061294
424049,61295,135958000,13595800061295
424060,61296,135958000,13595800061296
424409,61297,135958000,13595800061297
424410,61298,135958000,13595800061298
424487,61299,135958000,13595800061299
424491,61300,135958000,13595800061300
424679,61301,135958000,13595800061301
424682,61302,135958000,13595800061302
424793,61303,135958000,13595800061303
424842,61304,135958000,13595800061304
424938,61305,135958000,13595800061305
424963,61306,135958000,13595800061306
424964,61307,135958000,13595800061307
425054,61308,135958000,13595800061308
425088,61309,135958000,13595800061309
425144,61310,135958000,13595800061310
425151,61311,135958000,13595800061311
425171,61312,135958000,13595800061312
425193,61313,135958000,13595800061313
425232,61314,135958000,13595800061314
425274,61315,135958000,13595800061315
425467,61316,135958000,13595800061316
425572,61317,135958000,13595800061317
425585,61318,135958000,13595800061318
425588,61319,135958000,13595800061319
425604,61320,135958000,13595800061320
425613,61321,135958000,13595800061321
425637,61322,135958000,13595800061322
425782,61323,135958000,13595800061323
425841,61324,135958000,13595800061324
425842,61325,135958000,13595800061325
425859,61326,135958000,13595800061326
425893,61327,135958000,13595800061327
425898,61328,135958000,13595800061328
425966,61329,135958000,13595800061329
426046,61330,135958000,13595800061330
426125,61331,135958000,13595800061331
426333,61332,135958000,13595800061332
426689,61333,135958000,13595800061333
426746,61334,135958000,13595800061334
427044,61335,135958000,13595800061335
427045,61336,135958000,13595800061336
427091,61337,135958000,13595800061337
427092,61338,135958000,13595800061338
427094,61339,135958000,13595800061339
427105,61340,135958000,13595800061340
427114,61341,135958000,13595800061341
427161,61342,135958000,13595800061342
427166,61343,135958000,13595800061343
427325,61344,135958000,13595800061344
427444,61345,135958000,13595800061345
427447,61346,135958000,13595800061346
427493,61347,135958000,13595800061347
427636,61348,135958000,13595800061348
427638,61349,135958000,13595800061349
427657,61350,135958000,13595800061350
427660,61351,135958000,13595800061351
427694,61352,135958000,13595800061352
427715,61353,135958000,13595800061353
427839,61354,135958000,13595800061354
427852,61355,135958000,13595800061355
427853,61356,135958000,13595800061356
427961,61357,135958000,13595800061357
428082,61358,135958000,13595800061358
428161,61359,135958000,13595800061359
428163,61360,135958000,13595800061360
428164,61361,135958000,13595800061361
428275,61362,135958000,13595800061362
428278,61363,135958000,13595800061363
428331,61364,135958000,13595800061364
428387,61365,135958000,13595800061365
428388,61366,135958000,13595800061366
428400,61367,135958000,13595800061367
428540,61368,135958000,13595800061368
428592,61369,135958000,13595800061369
428680,61370,135958000,13595800061370
428713,61371,135958000,13595800061371
428715,61372,135958000,13595800061372
428716,61373,135958000,13595800061373
428720,61374,135958000,13595800061374
428750,61375,135958000,13595800061375
428751,61376,135958000,13595800061376
428813,61377,135958000,13595800061377
428818,61378,135958000,13595800061378
428821,61379,135958000,13595800061379
428830,61380,135958000,13595800061380
428856,61381,135958000,13595800061381
428889,61382,135958000,13595800061382
428954,61383,135958000,13595800061383
429013,61384,135958000,13595800061384
429021,61385,135958000,13595800061385
429087,61386,135958000,13595800061386
429165,61387,135958000,13595800061387
429267,61388,135958000,13595800061388
429274,61389,135958000,13595800061389
429278,61390,135958000,13595800061390
429280,61391,135958000,13595800061391
429373,61392,135958000,13595800061392
429402,61393,135958000,13595800061393
429437,61394,135958000,13595800061394
429527,61395,135958000,13595800061395
429568,61396,135958000,13595800061396
429571,61397,135958000,13595800061397
429619,61398,135958000,13595800061398
429625,61399,135958000,13595800061399
429668,61400,135958000,13595800061400
429669,61401,135958000,13595800061401
429670,61402,135958000,13595800061402
429690,61403,135958000,13595800061403
429696,61404,135958000,13595800061404
429699,61405,135958000,13595800061405
429700,61406,135958000,13595800061406
429702,61407,135958000,13595800061407
429706,61408,135958000,13595800061408
429841,61409,135958000,13595800061409
429872,61410,135958000,13595800061410
429874,61411,135958000,13595800061411
429889,61412,135958000,13595800061412
429893,61413,135958000,13595800061413
429973,61414,135958000,13595800061414
429977,61415,135958000,13595800061415
430295,61416,135958000,13595800061416
430344,61417,135958000,13595800061417
430365,61418,135958000,13595800061418
430369,61419,135958000,13595800061419
430371,61420,135958000,13595800061420
430374,61421,135958000,13595800061421
430415,61422,135958000,13595800061422
430417,61423,135958000,13595800061423
430449,61424,135958000,13595800061424
430540,61425,135958000,13595800061425
430543,61426,135958000,13595800061426
430581,61427,135958000,13595800061427
430658,61428,135958000,13595800061428
430680,61429,135958000,13595800061429
430682,61430,135958000,13595800061430
430771,61431,135958000,13595800061431
430773,61432,135958000,13595800061432
430839,61433,135958000,13595800061433
430841,61434,135958000,13595800061434
430843,61435,135958000,13595800061435
430846,61436,135958000,13595800061436
430869,61437,135958000,13595800061437
430872,61438,135958000,13595800061438
430875,61439,135958000,13595800061439
430900,61440,135958000,13595800061440
431031,61441,135958000,13595800061441
431036,61442,135958000,13595800061442
431043,61443,135958000,13595800061443
431125,61444,135958000,13595800061444
431182,61445,135958000,13595800061445
431230,61446,135958000,13595800061446
431448,61447,135958000,13595800061447
431449,61448,135958000,13595800061448
431452,61449,135958000,13595800061449
431457,61450,135958000,13595800061450
431458,61451,135958000,13595800061451
431503,61452,135958000,13595800061452
431653,61453,135958000,13595800061453
431712,61454,135958000,13595800061454
431715,61455,135958000,13595800061455
431798,61456,135958000,13595800061456
431846,61457,135958000,13595800061457
431869,61458,135958000,13595800061458
431871,61459,135958000,13595800061459
431873,61460,135958000,13595800061460
431914,61461,135958000,13595800061461
431925,61462,135958000,13595800061462
431945,61463,135958000,13595800061463
431967,61464,135958000,13595800061464
431988,61465,135958000,13595800061465
431990,61466,135958000,13595800061466
432102,61467,135958000,13595800061467
432104,61468,135958000,13595800061468
432106,61469,135958000,13595800061469
432109,61470,135958000,13595800061470
432200,61471,135958000,13595800061471
432201,61472,135958000,13595800061472
432203,61473,135958000,13595800061473
432208,61474,135958000,13595800061474
432209,61475,135958000,13595800061475
432332,61476,135958000,13595800061476
432338,61477,135958000,13595800061477
432355,61478,135958000,13595800061478
432364,61479,135958000,13595800061479
432365,61480,135958000,13595800061480
432366,61481,135958000,13595800061481
432399,61482,135958000,13595800061482
432401,61483,135958000,13595800061483
432402,61484,135958000,13595800061484
432405,61485,135958000,13595800061485
432407,61486,135958000,13595800061486
432409,61487,135958000,13595800061487
432414,61488,135958000,13595800061488
432427,61489,135958000,13595800061489
432431,61490,135958000,13595800061490
432437,61491,135958000,13595800061491
432458,61492,135958000,13595800061492
432462,61493,135958000,13595800061493
432478,61494,135958000,13595800061494
432519,61495,135958000,13595800061495
432522,61496,135958000,13595800061496
432524,61497,135958000,13595800061497
432533,61498,135958000,13595800061498
432534,61499,135958000,13595800061499
432578,61500,135958000,13595800061500
432579,61501,135958000,13595800061501
432582,61502,135958000,13595800061502
432612,61503,135958000,13595800061503
432614,61504,135958000,13595800061504
432619,61505,135958000,13595800061505
432652,61506,135958000,13595800061506
432653,61507,135958000,13595800061507
432687,61508,135958000,13595800061508
432724,61509,135958000,13595800061509
432751,61510,135958000,13595800061510
432752,61511,135958000,13595800061511
432755,61512,135958000,13595800061512
432778,61513,135958000,13595800061513
432781,61514,135958000,13595800061514
432801,61515,135958000,13595800061515
432803,61516,135958000,13595800061516
432805,61517,135958000,13595800061517
432814,61518,135958000,13595800061518
432824,61519,135958000,13595800061519
432828,61520,135958000,13595800061520
432834,61521,135958000,13595800061521
432892,61522,135958000,13595800061522
432895,61523,135958000,13595800061523
432931,61524,135958000,13595800061524
432936,61525,135958000,13595800061525
432941,61526,135958000,13595800061526
432965,61527,135958000,13595800061527
433007,61528,135958000,13595800061528
433026,61529,135958000,13595800061529
433027,61530,135958000,13595800061530
433028,61531,135958000,13595800061531
433029,61532,135958000,13595800061532
433030,61533,135958000,13595800061533
433031,61534,135958000,13595800061534
433033,61535,135958000,13595800061535
433034,61536,135958000,13595800061536
433036,61537,135958000,13595800061537
433037,61538,135958000,13595800061538
433038,61539,135958000,13595800061539
433042,61540,135958000,13595800061540
433049,61541,135958000,13595800061541
433069,61542,135958000,13595800061542
433076,61543,135958000,13595800061543
433087,61544,135958000,13595800061544
433088,61545,135958000,13595800061545
433100,61546,135958000,13595800061546
433103,61547,135958000,13595800061547
433106,61548,135958000,13595800061548
433109,61549,135958000,13595800061549
433110,61550,135958000,13595800061550
433162,61551,135958000,13595800061551
433168,61552,135958000,13595800061552
433169,61553,135958000,13595800061553
433258,61554,135958000,13595800061554
433262,61555,135958000,13595800061555
433270,61556,135958000,13595800061556
433428,61557,135958000,13595800061557
433432,61558,135958000,13595800061558
433433,61559,135958000,13595800061559
433451,61560,135958000,13595800061560
433452,61561,135958000,13595800061561
433466,61562,135958000,13595800061562
433468,61563,135958000,13595800061563
433474,61564,135958000,13595800061564
433494,61565,135958000,13595800061565
433535,61566,135958000,13595800061566
433546,61567,135958000,13595800061567
433548,61568,135958000,13595800061568
433560,61569,135958000,13595800061569
433561,61570,135958000,13595800061570
433562,61571,135958000,13595800061571
433563,61572,135958000,13595800061572
433568,61573,135958000,13595800061573
433579,61574,135958000,13595800061574
433582,61575,135958000,13595800061575
433592,61576,135958000,13595800061576
433600,61577,135958000,13595800061577
433612,61578,135958000,13595800061578
433613,61579,135958000,13595800061579
433639,61580,135958000,13595800061580
433642,61581,135958000,13595800061581
433644,61582,135958000,13595800061582
433732,61583,135958000,13595800061583
433751,61584,135958000,13595800061584
433755,61585,135958000,13595800061585
433756,61586,135958000,13595800061586
433800,61587,135958000,13595800061587
433807,61588,135958000,13595800061588
433867,61589,135958000,13595800061589
433892,61590,135958000,13595800061590
433893,61591,135958000,13595800061591
433912,61592,135958000,13595800061592
433963,61593,135958000,13595800061593
433968,61594,135958000,13595800061594
433970,61595,135958000,13595800061595
433974,61596,135958000,13595800061596
433976,61597,135958000,13595800061597
434045,61598,135958000,13595800061598
434075,61599,135958000,13595800061599
434081,61600,135958000,13595800061600
434104,61601,135958000,13595800061601
434170,61602,135958000,13595800061602
434175,61603,135958000,13595800061603
434190,61604,135958000,13595800061604
434192,61605,135958000,13595800061605
434194,61606,135958000,13595800061606
434219,61607,135958000,13595800061607
434220,61608,135958000,13595800061608
434281,61609,135958000,13595800061609
434288,61610,135958000,13595800061610
434289,61611,135958000,13595800061611
434306,61612,135958000,13595800061612
434326,61613,135958000,13595800061613
434333,61614,135958000,13595800061614
434355,61615,135958000,13595800061615
434356,61616,135958000,13595800061616
434429,61617,135958000,13595800061617
434431,61618,135958000,13595800061618
434432,61619,135958000,13595800061619
434434,61620,135958000,13595800061620
434521,61621,135958000,13595800061621
434523,61622,135958000,13595800061622
434525,61623,135958000,13595800061623
434533,61624,135958000,13595800061624
434535,61625,135958000,13595800061625
434550,61626,135958000,13595800061626
434560,61627,135958000,13595800061627
434578,61628,135958000,13595800061628
434579,61629,135958000,13595800061629
434581,61630,135958000,13595800061630
434583,61631,135958000,13595800061631
434585,61632,135958000,13595800061632
434586,61633,135958000,13595800061633
434587,61634,135958000,13595800061634
434588,61635,135958000,13595800061635
434589,61636,135958000,13595800061636
434590,61637,135958000,13595800061637
434591,61638,135958000,13595800061638
434592,61639,135958000,13595800061639
434593,61640,135958000,13595800061640
434594,61641,135958000,13595800061641
434595,61642,135958000,13595800061642
434596,61643,135958000,13595800061643
434597,61644,135958000,13595800061644
434600,61645,135958000,13595800061645
434602,61646,135958000,13595800061646
434603,61647,135958000,13595800061647
434604,61648,135958000,13595800061648
434605,61649,135958000,13595800061649
434606,61650,135958000,13595800061650
434607,61651,135958000,13595800061651
434608,61652,135958000,13595800061652
434609,61653,135958000,13595800061653
434614,61654,135958000,13595800061654
434615,61655,135958000,13595800061655
434616,61656,135958000,13595800061656
434617,61657,135958000,13595800061657
434618,61658,135958000,13595800061658
434619,61659,135958000,13595800061659
434620,61660,135958000,13595800061660
434623,61661,135958000,13595800061661
434624,61662,135958000,13595800061662
434625,61663,135958000,13595800061663
434626,61664,135958000,13595800061664
434628,61665,135958000,13595800061665
434629,61666,135958000,13595800061666
434630,61667,135958000,13595800061667
434631,61668,135958000,13595800061668
434632,61669,135958000,13595800061669
434633,61670,135958000,13595800061670
434634,61671,135958000,13595800061671
434636,61672,135958000,13595800061672
434639,61673,135958000,13595800061673
434643,61674,135958000,13595800061674
434644,61675,135958000,13595800061675
434645,61676,135958000,13595800061676
434646,61677,135958000,13595800061677
434647,61678,135958000,13595800061678
434648,61679,135958000,13595800061679
434660,61680,135958000,13595800061680
434665,61681,135958000,13595800061681
434672,61682,135958000,13595800061682
434683,61683,135958000,13595800061683
434698,61684,135958000,13595800061684
434699,61685,135958000,13595800061685
434710,61686,135958000,13595800061686
434711,61687,135958000,13595800061687
434713,61688,135958000,13595800061688
434724,61689,135958000,13595800061689
434726,61690,135958000,13595800061690
434728,61691,135958000,13595800061691
434729,61692,135958000,13595800061692
434731,61693,135958000,13595800061693
434733,61694,135958000,13595800061694
434735,61695,135958000,13595800061695
434736,61696,135958000,13595800061696
434738,61697,135958000,13595800061697
434742,61698,135958000,13595800061698
434755,61699,135958000,13595800061699
434787,61700,135958000,13595800061700
434806,61701,135958000,13595800061701
434850,61702,135958000,13595800061702
434862,61703,135958000,13595800061703
434879,61704,135958000,13595800061704
434892,61705,135958000,13595800061705
435053,61706,135958000,13595800061706
435147,61707,135958000,13595800061707
435161,61708,135958000,13595800061708
435162,61709,135958000,13595800061709
435168,61710,135958000,13595800061710
435169,61711,135958000,13595800061711
435170,61712,135958000,13595800061712
435171,61713,135958000,13595800061713
435183,61714,135958000,13595800061714
435185,61715,135958000,13595800061715
435186,61716,135958000,13595800061716
435225,61717,135958000,13595800061717
435227,61718,135958000,13595800061718
435228,61719,135958000,13595800061719
435260,61720,135958000,13595800061720
435267,61721,135958000,13595800061721
435270,61722,135958000,13595800061722
435296,61723,135958000,13595800061723
435310,61724,135958000,13595800061724
435325,61725,135958000,13595800061725
435394,61726,135958000,13595800061726
435459,61727,135958000,13595800061727
435462,61728,135958000,13595800061728
435469,61729,135958000,13595800061729
435471,61730,135958000,13595800061730
435473,61731,135958000,13595800061731
435475,61732,135958000,13595800061732
435482,61733,135958000,13595800061733
435485,61734,135958000,13595800061734
435486,61735,135958000,13595800061735
435496,61736,135958000,13595800061736
435499,61737,135958000,13595800061737
435501,61738,135958000,13595800061738
435503,61739,135958000,13595800061739
435505,61740,135958000,13595800061740
435506,61741,135958000,13595800061741
435509,61742,135958000,13595800061742
435603,61743,135958000,13595800061743
