account_alias,bygroup,comprador_mkt,pseudo_sku,pseudo_sku_desc,flag_mkt,flag_compra,prediction,latest_purchase,count_trx,suma_bultos,rank,role,subchannel_cluster2,subregion
431184,Mayoristas,1,26660,MATE PLAYADITO,1,0,0.30223918,-1,0,0,1,T,Mayoristas,MinoristaNeuquen
431184,Mayoristas,1,26650,MATE TARAGUI,1,0,0.12980507,-1,0,0,2,T,Mayoristas,MinoristaNeuquen
431184,Mayoristas,1,76385,VINOS OTRO LOCO MAS,1,0,0.090672545,-1,0,0,3,T,Mayoristas,MinoristaNeuquen
431184,Mayoristas,1,26661,MATE CBSE,1,0,0.06431532,-1,0,0,4,V,Mayoristas,MinoristaNeuquen
431184,Mayoristas,1,28392,VINOS MANDAMAS,1,0,0.061999835,-1,0,0,5,V,Mayoristas,MinoristaNeuquen
666863,Mayoristas,1,26660,MATE PLAYADITO,1,0,0.23572564,-1,0,0,1,T,Mayoristas,MinoristaNeuquen
666863,Mayoristas,1,26650,MATE TARAGUI,1,0,0.14346191,-1,0,0,2,V,Mayoristas,MinoristaNeuquen
666863,Mayoristas,1,77897,VASOS QUILMES MARKETPLACE,1,0,0.111029476,-1,0,0,3,T,Mayoristas,MinoristaNeuquen
666863,Mayoristas,1,28392,VINOS MANDAMAS,1,0,0.07089665,-1,0,0,4,T,Mayoristas,MinoristaNeuquen
666863,Mayoristas,1,26661,MATE CBSE,1,0,0.055241488,-1,0,0,5,T,Mayoristas,MinoristaNeuquen
81097,KT_MinoristaNeuquen,1,26660,MATE PLAYADITO,1,0,0.20495117,-1,0,0,1,T,KT_MinoristaNeuquen,MinoristaNeuquen
81097,KT_MinoristaNeuquen,1,78211,ARROZ MARIA,1,0,0.1272002,-1,0,0,2,V,KT_MinoristaNeuquen,MinoristaNeuquen
81097,KT_MinoristaNeuquen,1,76385,VINOS OTRO LOCO MAS,1,0,0.07900092,-1,0,0,3,T,KT_MinoristaNeuquen,MinoristaNeuquen
81097,KT_MinoristaNeuquen,1,77706,ARROCITAS ARROCITAS,1,0,0.0756278,-1,0,0,4,T,KT_MinoristaNeuquen,MinoristaNeuquen
81097,KT_MinoristaNeuquen,1,77820,VASOS ANDES MARKETPLACE,1,0,0.06100227,-1,0,0,5,T,KT_MinoristaNeuquen,MinoristaNeuquen
81554,KT_MinoristaNeuquen,1,26660,MATE PLAYADITO,1,0,0.57994056,-1,0,0,1,V,KT_MinoristaNeuquen,MinoristaNeuquen
81554,KT_MinoristaNeuquen,1,26651,MATE MAÑANITA,1,0,0.2717052,-1,0,0,2,T,KT_MinoristaNeuquen,MinoristaNeuquen
81554,KT_MinoristaNeuquen,1,28738,JUGOS PURA FRUTTA,1,0,0.27163684,-1,0,0,3,V,KT_MinoristaNeuquen,MinoristaNeuquen
81554,KT_MinoristaNeuquen,1,77844,TE TARAGUI,1,0,0.21338177,-1,0,0,4,T,KT_MinoristaNeuquen,MinoristaNeuquen
81554,KT_MinoristaNeuquen,1,28251,PAPAS FRITAS PRINGLES,1,0,0.20465285,-1,0,0,5,T,KT_MinoristaNeuquen,MinoristaNeuquen
81563,KT_MinoristaNeuquen,1,26660,MATE PLAYADITO,1,0,0.26538134,-1,0,0,1,T,KT_MinoristaNeuquen,MinoristaNeuquen
81563,KT_MinoristaNeuquen,1,28738,JUGOS PURA FRUTTA,1,0,0.12871501,-1,0,0,2,V,KT_MinoristaNeuquen,MinoristaNeuquen
81563,KT_MinoristaNeuquen,1,28251,PAPAS FRITAS PRINGLES,1,0,0.10339179,-1,0,0,3,V,KT_MinoristaNeuquen,MinoristaNeuquen
81563,KT_MinoristaNeuquen,1,26651,MATE MAÑANITA,1,0,0.08624577,-1,0,0,4,V,KT_MinoristaNeuquen,MinoristaNeuquen
81563,KT_MinoristaNeuquen,1,78219,BARRA ARROZ CROWIE,1,0,0.07588907,-1,0,0,5,T,KT_MinoristaNeuquen,MinoristaNeuquen
81741,KT_MinoristaNeuquen,1,26660,MATE PLAYADITO,1,0,0.3467098,-1,0,0,1,T,KT_MinoristaNeuquen,MinoristaNeuquen
81741,KT_MinoristaNeuquen,1,28738,JUGOS PURA FRUTTA,1,0,0.20288871,-1,0,0,2,T,KT_MinoristaNeuquen,MinoristaNeuquen
81741,KT_MinoristaNeuquen,1,26651,MATE MAÑANITA,1,0,0.11447738,-1,0,0,3,T,KT_MinoristaNeuquen,MinoristaNeuquen
81741,KT_MinoristaNeuquen,1,78219,BARRA ARROZ CROWIE,1,0,0.0973601,-1,0,0,4,T,KT_MinoristaNeuquen,MinoristaNeuquen
81741,KT_MinoristaNeuquen,1,77706,ARROCITAS ARROCITAS,1,0,0.08450006,-1,0,0,5,T,KT_MinoristaNeuquen,MinoristaNeuquen
81837,KT_MinoristaNeuquen,1,77844,TE TARAGUI,1,0,0.109855376,-1,0,0,1,T,KT_MinoristaNeuquen,MinoristaNeuquen
81837,KT_MinoristaNeuquen,1,78211,ARROZ MARIA,1,0,0.03568152,-1,0,0,2,T,KT_MinoristaNeuquen,MinoristaNeuquen
81837,KT_MinoristaNeuquen,1,77706,ARROCITAS ARROCITAS,1,0,0.013152493,-1,0,0,3,V,KT_MinoristaNeuquen,MinoristaNeuquen
81837,KT_MinoristaNeuquen,1,77782,LECHE TRES NIÑAS,1,0,0.0058250614,-1,0,0,4,T,KT_MinoristaNeuquen,MinoristaNeuquen
81837,KT_MinoristaNeuquen,1,78027,VINOS ABRASADO,1,0,0.0023933386,-1,0,0,5,V,KT_MinoristaNeuquen,MinoristaNeuquen
85844,KT_MinoristaNeuquen,1,26660,MATE PLAYADITO,1,0,0.32765996,-1,0,0,1,T,KT_MinoristaNeuquen,MinoristaNeuquen
85844,KT_MinoristaNeuquen,1,26650,MATE TARAGUI,1,0,0.20905373,-1,0,0,2,T,KT_MinoristaNeuquen,MinoristaNeuquen
85844,KT_MinoristaNeuquen,1,78211,ARROZ MARIA,1,0,0.15147987,-1,0,0,3,T,KT_MinoristaNeuquen,MinoristaNeuquen
85844,KT_MinoristaNeuquen,1,76385,VINOS OTRO LOCO MAS,1,0,0.13427347,-1,0,0,4,V,KT_MinoristaNeuquen,MinoristaNeuquen
85844,KT_MinoristaNeuquen,1,26651,MATE MAÑANITA,1,0,0.12601778,-1,0,0,5,T,KT_MinoristaNeuquen,MinoristaNeuquen
86209,KT_MinoristaNeuquen,1,26660,MATE PLAYADITO,1,0,0.28251392,-1,0,0,1,T,KT_MinoristaNeuquen,MinoristaNeuquen
86209,KT_MinoristaNeuquen,1,28738,JUGOS PURA FRUTTA,1,0,0.12321958,-1,0,0,2,T,KT_MinoristaNeuquen,MinoristaNeuquen
86209,KT_MinoristaNeuquen,1,77844,TE TARAGUI,1,0,0.120533615,-1,0,0,3,T,KT_MinoristaNeuquen,MinoristaNeuquen
86209,KT_MinoristaNeuquen,1,28251,PAPAS FRITAS PRINGLES,1,0,0.09655064,-1,0,0,4,T,KT_MinoristaNeuquen,MinoristaNeuquen
86209,KT_MinoristaNeuquen,1,26651,MATE MAÑANITA,1,0,0.09548271,-1,0,0,5,V,KT_MinoristaNeuquen,MinoristaNeuquen
86393,KT_MinoristaNeuquen,1,78211,ARROZ MARIA,1,0,0.102226086,-1,0,0,1,T,KT_MinoristaNeuquen,MinoristaNeuquen
86393,KT_MinoristaNeuquen,1,77706,ARROCITAS ARROCITAS,1,0,0.0443564,-1,0,0,2,T,KT_MinoristaNeuquen,MinoristaNeuquen
86393,KT_MinoristaNeuquen,1,26660,MATE PLAYADITO,1,0,0.043711297,-1,0,0,3,T,KT_MinoristaNeuquen,MinoristaNeuquen
86393,KT_MinoristaNeuquen,1,26650,MATE TARAGUI,1,0,0.043600686,-1,0,0,4,T,KT_MinoristaNeuquen,MinoristaNeuquen
86393,KT_MinoristaNeuquen,1,76385,VINOS OTRO LOCO MAS,1,0,0.034525964,-1,0,0,5,T,KT_MinoristaNeuquen,MinoristaNeuquen
88517,KT_MinoristaNeuquen,1,26660,MATE PLAYADITO,1,0,0.18740898,-1,0,0,1,T,KT_MinoristaNeuquen,MinoristaNeuquen
88517,KT_MinoristaNeuquen,1,77844,TE TARAGUI,1,0,0.12910452,-1,0,0,2,T,KT_MinoristaNeuquen,MinoristaNeuquen
88517,KT_MinoristaNeuquen,1,28738,JUGOS PURA FRUTTA,1,0,0.0780461,-1,0,0,3,T,KT_MinoristaNeuquen,MinoristaNeuquen
88517,KT_MinoristaNeuquen,1,26651,MATE MAÑANITA,1,0,0.057214417,-1,0,0,4,T,KT_MinoristaNeuquen,MinoristaNeuquen
88517,KT_MinoristaNeuquen,1,28251,PAPAS FRITAS PRINGLES,1,0,0.056407936,-1,0,0,5,T,KT_MinoristaNeuquen,MinoristaNeuquen
91533,KT_MinoristaNeuquen,1,26660,MATE PLAYADITO,1,0,0.25696665,-1,0,0,1,T,KT_MinoristaNeuquen,MinoristaNeuquen
91533,KT_MinoristaNeuquen,1,26650,MATE TARAGUI,1,0,0.1562186,-1,0,0,2,T,KT_MinoristaNeuquen,MinoristaNeuquen
91533,KT_MinoristaNeuquen,1,77844,TE TARAGUI,1,0,0.15005662,-1,0,0,3,V,KT_MinoristaNeuquen,MinoristaNeuquen
91533,KT_MinoristaNeuquen,1,26651,MATE MAÑANITA,1,0,0.11657083,-1,0,0,4,T,KT_MinoristaNeuquen,MinoristaNeuquen
91533,KT_MinoristaNeuquen,1,26661,MATE CBSE,1,0,0.048407428,-1,0,0,5,T,KT_MinoristaNeuquen,MinoristaNeuquen
96682,KT_MinoristaNeuquen,1,26650,MATE TARAGUI,1,0,0,-1,0,0,1,T,KT_MinoristaNeuquen,MinoristaNeuquen
96682,KT_MinoristaNeuquen,1,26651,MATE MAÑANITA,1,0,0,-1,0,0,2,T,KT_MinoristaNeuquen,MinoristaNeuquen
96682,KT_MinoristaNeuquen,1,26660,MATE PLAYADITO,1,0,0,-1,0,0,3,T,KT_MinoristaNeuquen,MinoristaNeuquen
96682,KT_MinoristaNeuquen,1,26661,MATE CBSE,1,0,0,-1,0,0,4,T,KT_MinoristaNeuquen,MinoristaNeuquen
96682,KT_MinoristaNeuquen,1,26668,MATE UNION,1,0,0,-1,0,0,5,T,KT_MinoristaNeuquen,MinoristaNeuquen
97885,KT_MinoristaNeuquen,1,77844,TE TARAGUI,1,0,0.36251074,-1,0,0,1,T,KT_MinoristaNeuquen,MinoristaNeuquen
97885,KT_MinoristaNeuquen,1,26650,MATE TARAGUI,1,0,0.3226802,-1,0,0,2,T,KT_MinoristaNeuquen,MinoristaNeuquen
97885,KT_MinoristaNeuquen,1,76385,VINOS OTRO LOCO MAS,1,0,0.21469724,-1,0,0,3,V,KT_MinoristaNeuquen,MinoristaNeuquen
97885,KT_MinoristaNeuquen,1,28738,JUGOS PURA FRUTTA,1,0,0.14989825,-1,0,0,4,T,KT_MinoristaNeuquen,MinoristaNeuquen
97885,KT_MinoristaNeuquen,1,28251,PAPAS FRITAS PRINGLES,1,0,0.13350625,-1,0,0,5,T,KT_MinoristaNeuquen,MinoristaNeuquen
100437,KT_MinoristaNeuquen,1,77844,TE TARAGUI,1,0,0.1929752,-1,0,0,1,T,KT_MinoristaNeuquen,MinoristaNeuquen
100437,KT_MinoristaNeuquen,1,26650,MATE TARAGUI,1,0,0.134784,-1,0,0,2,T,KT_MinoristaNeuquen,MinoristaNeuquen
100437,KT_MinoristaNeuquen,1,26651,MATE MAÑANITA,1,0,0.11030352,-1,0,0,3,T,KT_MinoristaNeuquen,MinoristaNeuquen
100437,KT_MinoristaNeuquen,1,28738,JUGOS PURA FRUTTA,1,0,0.09144947,-1,0,0,4,T,KT_MinoristaNeuquen,MinoristaNeuquen
100437,KT_MinoristaNeuquen,1,28251,PAPAS FRITAS PRINGLES,1,0,0.08036054,-1,0,0,5,T,KT_MinoristaNeuquen,MinoristaNeuquen
101193,KT_MinoristaNeuquen,1,26660,MATE PLAYADITO,1,0,0.37373513,-1,0,0,1,V,KT_MinoristaNeuquen,MinoristaNeuquen
101193,KT_MinoristaNeuquen,1,26650,MATE TARAGUI,1,0,0.18770231,-1,0,0,2,T,KT_MinoristaNeuquen,MinoristaNeuquen
101193,KT_MinoristaNeuquen,1,28738,JUGOS PURA FRUTTA,1,0,0.092580535,-1,0,0,3,T,KT_MinoristaNeuquen,MinoristaNeuquen
101193,KT_MinoristaNeuquen,1,28251,PAPAS FRITAS PRINGLES,1,0,0.087374024,-1,0,0,4,T,KT_MinoristaNeuquen,MinoristaNeuquen
101193,KT_MinoristaNeuquen,1,77706,ARROCITAS ARROCITAS,1,0,0.07908684,-1,0,0,5,T,KT_MinoristaNeuquen,MinoristaNeuquen
103267,KT_MinoristaNeuquen,1,76385,VINOS OTRO LOCO MAS,1,0,0.19706975,-1,0,0,1,T,KT_MinoristaNeuquen,MinoristaNeuquen
103267,KT_MinoristaNeuquen,1,26660,MATE PLAYADITO,1,0,0.16564515,-1,0,0,2,T,KT_MinoristaNeuquen,MinoristaNeuquen
103267,KT_MinoristaNeuquen,1,28738,JUGOS PURA FRUTTA,1,0,0.15258238,-1,0,0,3,T,KT_MinoristaNeuquen,MinoristaNeuquen
103267,KT_MinoristaNeuquen,1,77820,VASOS ANDES MARKETPLACE,1,0,0.09932025,-1,0,0,4,T,KT_MinoristaNeuquen,MinoristaNeuquen
103267,KT_MinoristaNeuquen,1,78211,ARROZ MARIA,1,0,0.087526895,-1,0,0,5,T,KT_MinoristaNeuquen,MinoristaNeuquen
107790,KT_MinoristaNeuquen,1,26651,MATE MAÑANITA,1,0,0.16369253,-1,0,0,1,T,KT_MinoristaNeuquen,MinoristaNeuquen
107790,KT_MinoristaNeuquen,1,76385,VINOS OTRO LOCO MAS,1,0,0.13116544,-1,0,0,2,T,KT_MinoristaNeuquen,MinoristaNeuquen
107790,KT_MinoristaNeuquen,1,78219,BARRA ARROZ CROWIE,1,0,0.09737803,-1,0,0,3,V,KT_MinoristaNeuquen,MinoristaNeuquen
107790,KT_MinoristaNeuquen,1,77706,ARROCITAS ARROCITAS,1,0,0.07967735,-1,0,0,4,V,KT_MinoristaNeuquen,MinoristaNeuquen
107790,KT_MinoristaNeuquen,1,26650,MATE TARAGUI,1,0,0.07959717,-1,0,0,5,V,KT_MinoristaNeuquen,MinoristaNeuquen
109926,KT_MinoristaNeuquen,1,77844,TE TARAGUI,1,0,0.46564168,-1,0,0,1,T,KT_MinoristaNeuquen,MinoristaNeuquen
109926,KT_MinoristaNeuquen,1,26651,MATE MAÑANITA,1,0,0.2751199,-1,0,0,2,T,KT_MinoristaNeuquen,MinoristaNeuquen
109926,KT_MinoristaNeuquen,1,76385,VINOS OTRO LOCO MAS,1,0,0.20306885,-1,0,0,3,T,KT_MinoristaNeuquen,MinoristaNeuquen
109926,KT_MinoristaNeuquen,1,28738,JUGOS PURA FRUTTA,1,0,0.16691205,-1,0,0,4,T,KT_MinoristaNeuquen,MinoristaNeuquen
109926,KT_MinoristaNeuquen,1,78211,ARROZ MARIA,1,0,0.14913255,-1,0,0,5,T,KT_MinoristaNeuquen,MinoristaNeuquen
112154,KT_MinoristaNeuquen,1,26660,MATE PLAYADITO,1,0,0.1716539,-1,0,0,1,T,KT_MinoristaNeuquen,MinoristaNeuquen
112154,KT_MinoristaNeuquen,1,26650,MATE TARAGUI,1,0,0.1580733,-1,0,0,2,T,KT_MinoristaNeuquen,MinoristaNeuquen
112154,KT_MinoristaNeuquen,1,78211,ARROZ MARIA,1,0,0.1458953,-1,0,0,3,T,KT_MinoristaNeuquen,MinoristaNeuquen
112154,KT_MinoristaNeuquen,1,76385,VINOS OTRO LOCO MAS,1,0,0.068023935,-1,0,0,4,T,KT_MinoristaNeuquen,MinoristaNeuquen
112154,KT_MinoristaNeuquen,1,77820,VASOS ANDES MARKETPLACE,1,0,0.055105623,-1,0,0,5,T,KT_MinoristaNeuquen,MinoristaNeuquen
113830,KT_MinoristaNeuquen,1,26650,MATE TARAGUI,1,0,0.2782064,-1,0,0,1,T,KT_MinoristaNeuquen,MinoristaNeuquen
113830,KT_MinoristaNeuquen,1,26651,MATE MAÑANITA,1,0,0.1662743,-1,0,0,2,V,KT_MinoristaNeuquen,MinoristaNeuquen
113830,KT_MinoristaNeuquen,1,78211,ARROZ MARIA,1,0,0.16463697,-1,0,0,3,T,KT_MinoristaNeuquen,MinoristaNeuquen
113830,KT_MinoristaNeuquen,1,76385,VINOS OTRO LOCO MAS,1,0,0.15723908,-1,0,0,4,T,KT_MinoristaNeuquen,MinoristaNeuquen
113830,KT_MinoristaNeuquen,1,77820,VASOS ANDES MARKETPLACE,1,0,0.096096694,-1,0,0,5,T,KT_MinoristaNeuquen,MinoristaNeuquen
114953,KT_MinoristaNeuquen,1,26660,MATE PLAYADITO,1,0,0.36029196,-1,0,0,1,T,KT_MinoristaNeuquen,MinoristaNeuquen
114953,KT_MinoristaNeuquen,1,77844,TE TARAGUI,1,0,0.26112902,-1,0,0,2,T,KT_MinoristaNeuquen,MinoristaNeuquen
114953,KT_MinoristaNeuquen,1,26651,MATE MAÑANITA,1,0,0.15415522,-1,0,0,3,T,KT_MinoristaNeuquen,MinoristaNeuquen
114953,KT_MinoristaNeuquen,1,28738,JUGOS PURA FRUTTA,1,0,0.15406932,-1,0,0,4,T,KT_MinoristaNeuquen,MinoristaNeuquen
114953,KT_MinoristaNeuquen,1,26650,MATE TARAGUI,1,0,0.14139143,-1,0,0,5,T,KT_MinoristaNeuquen,MinoristaNeuquen
119460,KT_MinoristaNeuquen,1,26650,MATE TARAGUI,1,0,0.17966242,-1,0,0,1,V,KT_MinoristaNeuquen,MinoristaNeuquen
119460,KT_MinoristaNeuquen,1,78211,ARROZ MARIA,1,0,0.13427612,-1,0,0,2,T,KT_MinoristaNeuquen,MinoristaNeuquen
119460,KT_MinoristaNeuquen,1,76385,VINOS OTRO LOCO MAS,1,0,0.12704235,-1,0,0,3,T,KT_MinoristaNeuquen,MinoristaNeuquen
119460,KT_MinoristaNeuquen,1,26660,MATE PLAYADITO,1,0,0.118174426,-1,0,0,4,T,KT_MinoristaNeuquen,MinoristaNeuquen
119460,KT_MinoristaNeuquen,1,77820,VASOS ANDES MARKETPLACE,1,0,0.06843399,-1,0,0,5,T,KT_MinoristaNeuquen,MinoristaNeuquen
119701,KT_MinoristaNeuquen,1,26660,MATE PLAYADITO,1,0,0.42169282,-1,0,0,1,T,KT_MinoristaNeuquen,MinoristaNeuquen
119701,KT_MinoristaNeuquen,1,26651,MATE MAÑANITA,1,0,0.16312131,-1,0,0,2,T,KT_MinoristaNeuquen,MinoristaNeuquen
119701,KT_MinoristaNeuquen,1,76385,VINOS OTRO LOCO MAS,1,0,0.14610216,-1,0,0,3,T,KT_MinoristaNeuquen,MinoristaNeuquen
119701,KT_MinoristaNeuquen,1,78211,ARROZ MARIA,1,0,0.13721499,-1,0,0,4,T,KT_MinoristaNeuquen,MinoristaNeuquen
119701,KT_MinoristaNeuquen,1,28738,JUGOS PURA FRUTTA,1,0,0.11822069,-1,0,0,5,T,KT_MinoristaNeuquen,MinoristaNeuquen
120251,KT_MinoristaNeuquen,1,26660,MATE PLAYADITO,1,0,0.31407893,-1,0,0,1,T,KT_MinoristaNeuquen,MinoristaNeuquen
120251,KT_MinoristaNeuquen,1,26650,MATE TARAGUI,1,0,0.27339965,-1,0,0,2,V,KT_MinoristaNeuquen,MinoristaNeuquen
120251,KT_MinoristaNeuquen,1,76385,VINOS OTRO LOCO MAS,1,0,0.16745692,-1,0,0,3,T,KT_MinoristaNeuquen,MinoristaNeuquen
120251,KT_MinoristaNeuquen,1,26651,MATE MAÑANITA,1,0,0.15595989,-1,0,0,4,T,KT_MinoristaNeuquen,MinoristaNeuquen
120251,KT_MinoristaNeuquen,1,78211,ARROZ MARIA,1,0,0.15302661,-1,0,0,5,T,KT_MinoristaNeuquen,MinoristaNeuquen
120937,KT_MinoristaNeuquen,1,78211,ARROZ MARIA,1,0,0.050758738,-1,0,0,1,V,KT_MinoristaNeuquen,MinoristaNeuquen
120937,KT_MinoristaNeuquen,1,77706,ARROCITAS ARROCITAS,1,0,0.03246335,-1,0,0,2,T,KT_MinoristaNeuquen,MinoristaNeuquen
120937,KT_MinoristaNeuquen,1,26650,MATE TARAGUI,1,0,0.028442083,-1,0,0,3,T,KT_MinoristaNeuquen,MinoristaNeuquen
120937,KT_MinoristaNeuquen,1,77726,PEPAS TEREPIN,1,0,0.011559207,-1,0,0,4,T,KT_MinoristaNeuquen,MinoristaNeuquen
120937,KT_MinoristaNeuquen,1,77710,MAGDALENA POZO,1,0,0.009668302,-1,0,0,5,V,KT_MinoristaNeuquen,MinoristaNeuquen
121593,KT_MinoristaNeuquen,1,26660,MATE PLAYADITO,1,0,0.539104,-1,0,0,1,V,KT_MinoristaNeuquen,MinoristaNeuquen
121593,KT_MinoristaNeuquen,1,26650,MATE TARAGUI,1,0,0.37105832,-1,0,0,2,V,KT_MinoristaNeuquen,MinoristaNeuquen
121593,KT_MinoristaNeuquen,1,26651,MATE MAÑANITA,1,0,0.2487538,-1,0,0,3,V,KT_MinoristaNeuquen,MinoristaNeuquen
121593,KT_MinoristaNeuquen,1,76385,VINOS OTRO LOCO MAS,1,0,0.13526991,-1,0,0,4,T,KT_MinoristaNeuquen,MinoristaNeuquen
121593,KT_MinoristaNeuquen,1,78211,ARROZ MARIA,1,0,0.12659188,-1,0,0,5,T,KT_MinoristaNeuquen,MinoristaNeuquen
121863,KT_MinoristaNeuquen,1,77844,TE TARAGUI,1,0,0.15161546,-1,0,0,1,T,KT_MinoristaNeuquen,MinoristaNeuquen
121863,KT_MinoristaNeuquen,1,78211,ARROZ MARIA,1,0,0.05371452,-1,0,0,2,V,KT_MinoristaNeuquen,MinoristaNeuquen
121863,KT_MinoristaNeuquen,1,76385,VINOS OTRO LOCO MAS,1,0,0.021546347,-1,0,0,3,T,KT_MinoristaNeuquen,MinoristaNeuquen
121863,KT_MinoristaNeuquen,1,77820,VASOS ANDES MARKETPLACE,1,0,0.016009215,-1,0,0,4,T,KT_MinoristaNeuquen,MinoristaNeuquen
121863,KT_MinoristaNeuquen,1,77787,LECHE VERONICA,1,0,0.015326066,-1,0,0,5,T,KT_MinoristaNeuquen,MinoristaNeuquen
123478,KT_MinoristaNeuquen,1,77844,TE TARAGUI,1,0,0.22297469,-1,0,0,1,V,KT_MinoristaNeuquen,MinoristaNeuquen
123478,KT_MinoristaNeuquen,1,26660,MATE PLAYADITO,1,0,0.08724115,-1,0,0,2,V,KT_MinoristaNeuquen,MinoristaNeuquen
123478,KT_MinoristaNeuquen,1,26650,MATE TARAGUI,1,0,0.06750129,-1,0,0,3,T,KT_MinoristaNeuquen,MinoristaNeuquen
123478,KT_MinoristaNeuquen,1,78211,ARROZ MARIA,1,0,0.05804053,-1,0,0,4,T,KT_MinoristaNeuquen,MinoristaNeuquen
123478,KT_MinoristaNeuquen,1,77706,ARROCITAS ARROCITAS,1,0,0.039493497,-1,0,0,5,T,KT_MinoristaNeuquen,MinoristaNeuquen
124458,KT_MinoristaNeuquen,1,77706,ARROCITAS ARROCITAS,1,0,0.021156417,-1,0,0,1,T,KT_MinoristaNeuquen,MinoristaNeuquen
124458,KT_MinoristaNeuquen,1,77820,VASOS ANDES MARKETPLACE,1,0,0.015089039,-1,0,0,2,T,KT_MinoristaNeuquen,MinoristaNeuquen
124458,KT_MinoristaNeuquen,1,77782,LECHE TRES NIÑAS,1,0,0.010817457,-1,0,0,3,T,KT_MinoristaNeuquen,MinoristaNeuquen
124458,KT_MinoristaNeuquen,1,77787,LECHE VERONICA,1,0,0.00893908,-1,0,0,4,T,KT_MinoristaNeuquen,MinoristaNeuquen
124458,KT_MinoristaNeuquen,1,77726,PEPAS TEREPIN,1,0,0.00819833,-1,0,0,5,V,KT_MinoristaNeuquen,MinoristaNeuquen
125122,KT_MinoristaNeuquen,1,26660,MATE PLAYADITO,1,0,0.3012264,-1,0,0,1,T,KT_MinoristaNeuquen,MinoristaNeuquen
125122,KT_MinoristaNeuquen,1,77844,TE TARAGUI,1,0,0.23084569,-1,0,0,2,T,KT_MinoristaNeuquen,MinoristaNeuquen
125122,KT_MinoristaNeuquen,1,26651,MATE MAÑANITA,1,0,0.13204941,-1,0,0,3,T,KT_MinoristaNeuquen,MinoristaNeuquen
125122,KT_MinoristaNeuquen,1,76385,VINOS OTRO LOCO MAS,1,0,0.060938276,-1,0,0,4,T,KT_MinoristaNeuquen,MinoristaNeuquen
125122,KT_MinoristaNeuquen,1,78211,ARROZ MARIA,1,0,0.058364365,-1,0,0,5,T,KT_MinoristaNeuquen,MinoristaNeuquen
125370,KT_MinoristaNeuquen,1,77844,TE TARAGUI,1,0,0.39199615,-1,0,0,1,T,KT_MinoristaNeuquen,MinoristaNeuquen
125370,KT_MinoristaNeuquen,1,26650,MATE TARAGUI,1,0,0.26190138,-1,0,0,2,T,KT_MinoristaNeuquen,MinoristaNeuquen
125370,KT_MinoristaNeuquen,1,26651,MATE MAÑANITA,1,0,0.19905224,-1,0,0,3,T,KT_MinoristaNeuquen,MinoristaNeuquen
125370,KT_MinoristaNeuquen,1,76385,VINOS OTRO LOCO MAS,1,0,0.18428862,-1,0,0,4,T,KT_MinoristaNeuquen,MinoristaNeuquen
125370,KT_MinoristaNeuquen,1,78211,ARROZ MARIA,1,0,0.13700141,-1,0,0,5,T,KT_MinoristaNeuquen,MinoristaNeuquen
126827,KT_MinoristaNeuquen,1,26650,MATE TARAGUI,1,0,0.33984256,-1,0,0,1,V,KT_MinoristaNeuquen,MinoristaNeuquen
126827,KT_MinoristaNeuquen,1,28738,JUGOS PURA FRUTTA,1,0,0.18130098,-1,0,0,2,T,KT_MinoristaNeuquen,MinoristaNeuquen
126827,KT_MinoristaNeuquen,1,28251,PAPAS FRITAS PRINGLES,1,0,0.16715898,-1,0,0,3,T,KT_MinoristaNeuquen,MinoristaNeuquen
126827,KT_MinoristaNeuquen,1,78219,BARRA ARROZ CROWIE,1,0,0.13660073,-1,0,0,4,T,KT_MinoristaNeuquen,MinoristaNeuquen
126827,KT_MinoristaNeuquen,1,77706,ARROCITAS ARROCITAS,1,0,0.13332695,-1,0,0,5,V,KT_MinoristaNeuquen,MinoristaNeuquen
132090,KT_MinoristaNeuquen,1,78211,ARROZ MARIA,1,0,0.0830498,-1,0,0,1,V,KT_MinoristaNeuquen,MinoristaNeuquen
132090,KT_MinoristaNeuquen,1,77706,ARROCITAS ARROCITAS,1,0,0.028903682,-1,0,0,2,T,KT_MinoristaNeuquen,MinoristaNeuquen
132090,KT_MinoristaNeuquen,1,77787,LECHE VERONICA,1,0,0.015993224,-1,0,0,3,T,KT_MinoristaNeuquen,MinoristaNeuquen
132090,KT_MinoristaNeuquen,1,77820,VASOS ANDES MARKETPLACE,1,0,0.012660988,-1,0,0,4,T,KT_MinoristaNeuquen,MinoristaNeuquen
132090,KT_MinoristaNeuquen,1,77782,LECHE TRES NIÑAS,1,0,0.011260466,-1,0,0,5,T,KT_MinoristaNeuquen,MinoristaNeuquen
135144,KT_MinoristaNeuquen,1,26650,MATE TARAGUI,1,0,0.18623132,-1,0,0,1,T,KT_MinoristaNeuquen,MinoristaNeuquen
135144,KT_MinoristaNeuquen,1,78211,ARROZ MARIA,1,0,0.12915842,-1,0,0,2,T,KT_MinoristaNeuquen,MinoristaNeuquen
135144,KT_MinoristaNeuquen,1,76385,VINOS OTRO LOCO MAS,1,0,0.1182982,-1,0,0,3,T,KT_MinoristaNeuquen,MinoristaNeuquen
135144,KT_MinoristaNeuquen,1,77706,ARROCITAS ARROCITAS,1,0,0.08273462,-1,0,0,4,V,KT_MinoristaNeuquen,MinoristaNeuquen
135144,KT_MinoristaNeuquen,1,77820,VASOS ANDES MARKETPLACE,1,0,0.07807834,-1,0,0,5,T,KT_MinoristaNeuquen,MinoristaNeuquen
